Texto;Ementa;Vereador;Data;Nota;isUtil
"A Câmara Municipal aprovou, e Eu, Prefeito Municipal de Campinas sanciono e promulgo a seguinte Lei:
Art. 1 - Fica estabelecido desconto de cinquenta por cento no valor do Imposto sobre a Propriedade Predial e Territorial Urbana - IPT U aos imóveis edificados atingidos por enchentes, inundações e alagamentos causados pela chuva, no município de Campinas.
Art. 2 - Considera-se imóveis atingidos por enchentes, inundações elou alagamentos aqueles edificados que sofreram danos físicos, nas instalações elétricas e hidráulicas, em decorrência da invasão irresistível da água, cerceando o direito de ir e vir dos moradores, além dos danos causados aos móveis e eletrodomésticos da residência atingida.
Art. 3 - O benefício, de acordo com a proposta, valerá para os imóveis legalizados, construído dentro dos parâmetros legais respeitando as normas exigidas.
Arta 4 - O desconto será concedido em relação ao imposto devido no ano/exercício seguinte ao da ocorrência dos prejuízos decorrentes das enchentes, inundações elou alagamentos.
I	- o desconto será apenas sobre o imposto e não sobre seus acessórios,
II	- O desconto no IPT U não se acumula com os demais descontos ou isenções concedidos pela Lei 11.111, de 26 de dezembro de 2001.
 
Art. 5 - O desconto do IPTU será concedido mediante requerimento do interessado, devidamente instruído pelas provas que confirmam o dano e dirigido à Secretaria Municipal de Finanças, para efetiva avaliação.
I	- São considerados como provas para instrução do pedido, laudos da Defesa Civil, fotos datadas e que comprovem o ambiente, Boletim de Ocorrência, Notícias veiculares por meio impressos e eletrônicos, declaração expressa de danos e demais documentos que se fazerem necessários.
II	- O requerimento, que trata a presente Lei deverá ser respondido com a decisão concessiva ou denegatória, com base nos fundamentos probatórios apresentados,
III	- O requerimento será individual para cada situação, respeitando o prazo de 60 (sessenta dias) para ser protocolado, após o evento danoso.
IV	- Na hipótese do evento danoso ocorrer mais de uma vez durante o mesmo ano, o desconto não será cumulativo.
Art. 6 - As despesas decorrentes para a execução desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas, se necessário.
Art. 7 - Esta Lei entra em vigor no exercício seguinte ao da data de sua publicação.";DISPÕE SOBRE A CONCESSÃO DE DESCONTO NO VALOR DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA -IPTU DE IMÓVEIS EDIFICADOS ATINGIDOS POR ENCHENTES, INUNDAÇÕES E ALAGAMENTOS CAUSADOS PELA CHUVA NO MUNICÍPIO DE CAMPINAS.;Rubens Gás;43500;7;0
"Art. 1 Fica permitido o ingresso de animais domésticos e de estimação nos hospitais privados, públicos, contratados, conveniados e cadastrados no Sistema Único de Saúde (SUS), na cidade de Campinas, para permanecerem, por período pré-determinado e sob condições prévias, para a visitação de pacientes internados, respeitando os critérios definidos pelos estabelecimentos.
Parágrafo único Para os efeitos desta Lei, considera-se animal doméstico e de estimação todos os tipos de animais que possam entrar em contato com os humanos sem proporcionar-lhes perigo. Além daqueles utilizados na Terapia Assistida de Animais (TAA) como cães, gatos, pássaros, coelhos, chinchilas, tartarugas, hamsters, outras espécies devem passar pela avaliação do médico responsável pelo paciente, que avaliará de acordo com o quadro clínico do mesmo.
Art. 2 0 ingresso de animais para visitar pacientes internados deverá ser agendado junto à administração do hospital, respeitar os critérios estabelecidos pela instituição e observar os dispositivos desta Lei.
S 10 0 ingresso de animais de que trata o caput somente poderá ocorrer quando ern companhia de algum familiar do visitado ou de pessoa que esteja acostumada a manejar o animal.
S o transporte dos animais dentro do ambiente hospitalar deverá ser realizado ern caixas de transporte, de acordo com o tamanho e a espécie de cada animal visitante, ressalvado o caso de cães de grande porte.
Art 3 0 ingresso de animais não será permitido nos seguintes setores hospitalares:
l- de isolamento, II - de quimioterapia,
Ill- de transplante,
IV	- de assistência a pacientes vítimas de queimadura,
V	- na central de material e esterilização,
VI	- de unidade de tratamento intensivo — U TI,
VII- nas áreas de preparo de medicamentos,
VIII	— na farmácia hospitalar,
IX	— nas áreas de manipulação processamento, preparação e armazenamento de alimentos.
 
Parágrafo único O ingresso também poderá ser impedido em casos especiais, por determinação da autoridade máxima do órgão.
Art 4 a permissão de entrada de animais nos hospitais deverá observar as seguintes regras estabelecidas pela Organização Mundial da Saúde — OMS:
I	- verificação de espécie animal a ser autorizada,
II	- autorização expressa para a visitação expedida pelo médico do paciente internado,
 - laudo veterinário atestando as boas condições de saúde do animal, acompanhado da carteira de vacinação atualizada, com a anotação da vacinação múltipla e antirrábica, assinada por médico veterinário com registro no órgão regulador da profissão,
IV-	Comissão de Controle de Infecção Hospitalar dos serviços de saúde,
V-	no caso de caninos, equipamento de guia do animal, composto por coleira (preferencialmente do tipo peiteira) e, quando necessário, enforcador.
VI — determinação de um local específico dentro do ambiente hospitalar para o encontro entre o paciente internado e o animal de estimação, podendo ser no próprio quarto de internação, sala de estar específica ou, no caso de cães de grande porte, no jardim interno, se o estabelecimento dispuser deste espaço.
Parágrafo único A mencionada autorização do inciso II do caput deste artigo será exigida apenas para a primeira visita, devendo ser renovada sempre que houver alguma alteração no quadro de saúde do paciente internado.
Art. 5 Para o atendimento aos pacientes que desejarem usufruir do benefício de que trata esta Lei, os estabelecimentos mencionados no art. 10 e o Poder Executivo Municipal poderão celebrar convênios com profissionais habilitados, hospitais veterinários, organizações não governamentais, e outros estabelecimentos congêneres, inclusive com o Poder Público Estadual.
Art 6 Esta Lei entra em vigor na data da sua publicação.";DISPÕE SOBRE O INGRESSO DE ANIMAIS DOMÉSTICOS E DE ESTIMAÇÃO EM HOSPITAIS PÚBLICOS PARA VISITAS A PACIENTES INTERNADOS, E DÁ OUTRAS PROVIDÊNCIAS.;Paulo Galterio;43500;7;0
"Art. I Ficam acrescidos SS I P e 2 2 ao art. 12-C da Lei n? 13.104, de 17 de outubro de 2007, que passa a vigorar com a seguinte redação:
""Art. 12-C. 
S I Os documentos digitalizados juntados aos autos por advogados privados têm a mesma força probante dos originais, ressalvada alegação motivada e fundamentada de adulteração antes ou durante a tramitação do processo.
S 2 A autenticação de cópias de documentos físicos exigidos na forma da lei poderá ser feita pelo órgão administrativo ou pelo advogado constituído nos autos."" (NR)
Art. 2 As despesas decorrentes desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 3 Esta Lei entra em vigor na data de sua publicação.";INCLUI PARÁGRAFOS AO ART. 12-C DA LEI Nº 13.104, DE 17 DE OUTUBRO DE 2007, QUE “DISPÕE SOBRE O PROCEDIMENTO E O PROCESSO ADMINISTRATIVO TRIBUTÁRIO MUNICIPAL, E DÁ OUTRAS PROVIDÊNCIAS”.;Marcelo Silva;43500;3;1
"Art. 1 Os estabelecimentos comerciais situados no município de Campinas ficam proibidos de fazer a conferência de mercadorias após o pagamento ter sido efetuado pelo consumidor e elas terem sido liberadas nos caixas do estabelecimento.
Art. 2 0 descumprimento do disposto no art. 1 2 desta Lei constitui infração à Lei n? 8.078, de 11 de setembro de 1990 — Código de Defesa do Consumidor.
Parágrafo único. O estabelecimento infrator fica sujeito às sanções administrativas dispostas nos incisos e no parágrafo único do art. 56 da Lei 8.078, de 1990, sem prejuízo das ações de natureza civil, penal e das definidas em normas específicas.
Art. 3 As despesas com a execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 4 Esta Lei entra em vigor na data de sua publicação.
Art. 5 Ficam revogadas as disposições em contrário.";PROÍBE OS ESTABELECIMENTOS COMERCIAIS SITUADOS NO MUNICÍPIO DE CAMPINAS DE FAZER CONFERÊNCIA DE MERCADORIAS APÓS O PAGAMENTO TER SIDO EFETUADO PELO CONSUMIDOR E DÁ OUTRAS PROVIDÊNCIAS.;Luiz Cirilo;43500;13;0
ESTE PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 47/2021.;"INSTITUI O PROGRAMA ""MAIS ÁRVORES, MAIS QUALIDADE DE VIDA"" NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.";Luiz Rossini;43500;12;0
"Art. 1 Fica alterado os inciso I a III do S 10 do art. 19 da Lei Municipal
11.111/2001, que passa a vigorar com a seguinte redação:
Art. 19.  
""l - valor venal de zero a trinta mil UFIC's, alíquota de 0,4096,
II	- valor venal de trinta mil e uma a cento e cinquenta rnil UFIC's, alíquota de 0,60%,
III	- valor venal acima de cento e cinquenta rnil e urna UFIC's, alíquota de 0,70%"" (NR)  
Art. 2 Fica alterado os inciso I ao V do S 20 do art. 19 da Lei Municipal
11.111/2001, que passa a vigorar com a seguinte redação:
Art. 19. (...)
s 10. (...)
S 20 . 
-  
 ""l - valor venal de zero a cem mil UFIC's, alíquota de 1,10%,
II	- valor venal de cem mil e uma a duzentas mil UFIC's, alíquota de 1,30%,
III	- valor venal de duzentas mil e uma a quatrocentas n-lil
UFIC's, alíquota de 1,50%,
IV	- valor venal acima de quatrocentas mil e uma UFIC's, alíquota de 1,80%."" (NR)
Art. 3 Fica alterado o S 30 do art. 19 da Lei Municipal 11.111/2001, que passa a vigorar com a seguinte redação:
Art. 19. (...)
 s 20 
""S 3 Para os imóveis territoriais, será aplicada a alíquota de
2,00%"" (NR)
Art. 4 Fica alterado o caput do art. 19-B da Lei no 11.111/2001, que passa a
vigorar com a seguinte redação.
""Art. 19-B. A diferença nominal, a maior, entre o crédito tributário total do IP TU do ano de 2018 e do exercício anterior, em quantidade de UFIC's, fica limitada a trinta por cento, sendo mantido esse limitador para os exercícios subsequentes até o ano de 2024 mesmo que ocorra atualização da Planta Genérica de Valores nos moldes previstos no art. 16-A."" (NR)
Art. 5 Fica revogado o S 1 0 do art. 19-B da Lei 11.111/2001.
Art. 6 As despesas decorrentes desta Lei correrão por dotação orçamentáriia própria, suplementada se necessária.
Art. 7 Esta Lei entra em vigor na data de sua publicação.";ALTERA OS INCISOS I A II DO § 1º DO ART. 19, OS INCISOS I A IV DO § 2º DO ART. 19, O § 3º DO ART. 19, O CAPUT DO ART. 19-B E REVOGA O § 1º DO ART. 19-B, TODOS DA LEI MUNICIPAL Nº 11.111, DE 26 DE DEZEMBRO DE 2001, QUE DISPÕE SOBRE O IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, E DÁ OUTRAS PROVIDÊNCIAS.;Tenente Santini, Marcelo Silva, Nelson Hossri;43500;5;1
"Art. 1 Ficam os Hospitais, Unidades de Básicas de Saúde e demais Unidades dC2 Saúde e ambulatórios de Campinas, obrigados a divulgar, em local visível e de fácil acesso ao público, especialmente, nas entradas principais dos pacientes, relação com nome completo dos médicos e equipe plantonistas e do responsável pelo plantão.
Art. 2 Na relação, deverão constar o nome dos médicos, enfermeiros, técnicos enl enfermagem e odontólogos plantonistas, registro profissional, especialidade, bem como nome dos responsáveis administrativos e dos médicos que respondem pela chefia do plantão, além dos dias e horários dos plantões (entrada e saída).
Art. 3 Esta Lei entra em vigor na data de sua publicação";DISPÕE SOBRE A OBRIGATORIEDADE DOS HOSPITAIS, UNIDADES BÁSICAS DE SAÚDE E DEMAIS UNIDADES DE SAÚDE E AMBULATÓRIOS, DE AFIXAR EM LUGAR VISÍVEL E ACESSÍVEL AO PÚBLICO A LISTA DOS MÉDICOS PLANTONISTAS EM CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;Paulo Galterio;43500;11;0
"Art. 1 Fica denominada Rua Antonio Teruya a Rua 05 do loteamento Jardim Aruã, no distrito de Barão Geraldo, com início na Avenida Albino José Barbosa de Oliveira e término na divisa do loteamento junto ao Lote OI da Quadra A (Quarteirão 567).
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA ANTONIO TERUYA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Carmo Luiz;43500;9;0
"Art. 1 Fica denominada Rua Vitalino Alexandre dos Santos a Rua 12 do loteamento Jardim Campo Belo — 2 a parte, com início na Rua Folia de Reis (Rua 01) e término na divisa do loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA VITALINO ALEXANDRE DOS SANTOS UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Carmo Luiz;43500;9;0
"Art. 1 Fica denominada Praça Jacira Guedes Pinto Alberto a Praça 02 (Quarteirão 11.043, Código Cartográfico 4311.5489.0137, com área de 9.520,15m 2) do loteamento Parque das Hortências, situada entre a Rua Therezinha Bufarah Bissoto (Rua 02), a Rua Rosa Aburad Khouri (Rua 01), a Rua Maria da Conceição dos Santos (Rua 05) e a divisa do loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA PRAÇA JACIRA GUEDES PINTO ALBERTO UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Marcos Bernardelli;43500;9;0
"Art. 1 Fica denominada Rua José Pinto da Silva a Rua 04 do loteamento Parque Industrial Lisboa, com início na Rua Horácio Coutinho dos Santos (Rua 02) e término na divisa com o loteamento Chácaras São Francisco do Aeroporto.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA JOSÉ PINTO DA SILVA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Luiz Rossini;43500;9;0
"Art. 1 Fica denominado Centro de Saúde Acylino de Souza Santos o centro de saúde localizado no bairro Jardim São José.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA CENTRO DE SAÚDE ACYLINO DE SOUZA SANTOS UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Carlão do PT, Filipe Marchesi;43500;9;0
"Art. 1 Fica denominado Centro de Saúde Zenir Thiélfalo o centro de saúde do bairro Vila Rica, localizado na Rua Manganês, no 126 
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA CENTRO DE SAÚDE ZENIR THIÉLFALO UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Paulo Galterio;43500;9;0
"Art. 1 Esta lei tem por objetivo implantar postos de coletas (Totens)de lixo toxico, em Supermercados e Hipermercados me Campinas.
Art. 2 Denomina-se lixo toxico domiciliar óleos de origem animal e vegetal.
Parágrafo Unico: Será permitida a entrega do produto em garrafas Pet's.
Art. 3 A remoção e destinação do material coletado ficará sob a responsabilidade da Prefeitura Municipal de Campinas, Podendo ser autorizada a remoção através de ONGS, Cooperativas e empresas especializadas que tenham em seu estatuto tal finalidade especifica: devidamente cadastradas junto a Secretaria de Meio Ambiente.
Art. 4 O não cumprimento desta lei sujeitará ao infrator às seguintes penalidades.
l. Multa de 500 (quinhentas) a 1000 (mil) Ufic's — Unidades Fiscais do Município de Campinas.
II. Multa diária de 200 (duzentas) Ufic's — Unidades Fiscais do Município de Campinas e adequação a Lei.
Art. 5 O Poder Executivo Municipal regulamentará está lei no prazo de 60 (sessenta) dias , contando a partir da data de publicação, revogada as disposições em contrário.";DISPÕE SOBRE A OBRIGATORIEDADE DE IMPLANTAÇÃO DE POSTOS DE COLETA DE ÓLEO DE COZINHA EM SUPERMERCADOS E HIPERMERCADOS DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Cidão Santos;43500;6;0
"Art. 1 Ficam as agências bancárias estabelecidas no município de Campinas, obrigadas a instalar equipamentos de escaneamento corporal na entrada de seus prédios, em substituição aos detectores de metal.
Parágrafo único: Os equipamentos de escaneamento corporal de que trata. o caput deste artigo deverão funcionar com captação de radiação não ionizante gerada naturalmente pelo corpo humano, sendo vedada a utilização de equipamentos emissores de raio x ou radiações de qualquer espécie, respeitadas as normas federais.
Art. 2 As agências bancárias que infringirem os dispositivos contidos nesta lei ficarão sujeitas às seguintes penalidades.
l. Advertência, na primeira autuação, com notificação à agencia bancária para que efetue a adequação ao disposto nesta lei em até 30 (trinta) dias,
II. Multa, na segunda autuação, no valor de 5.000 (cinco mil) UFICs — Unidade Fiscais de Campinas.
Parágrafo Único: Se até 30 (trinta) dias após a aplicação da multa não houver a regularização da situação, será aplicada multa diária de 1.000 (mil) UFICs até adequação da agência bancária a esta lei .
Art. 3 As agências bancárias terão o prazo de 180 (cento e oitenta) dias para se adequarem à determinação desta lei.
Art. 4 . Está Lei entrará em vigor na data de sua publicação, revogadas as disposições em contrário.";DISPÕE NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, SOBRE A OBRIGATORIEDADE DE AS AGÊNCIAS BANCÁRIAS INSTALAREM MÁQUINAS DE ESCANEAMENTO CORPORAL NA ENTRADA DE SEUS PRÉDIOS, EM SUBSTITUIÇÃO AOS DETECTORES DE METAL E DÁ OUTRAS PROVIDÊNCIAS.;Cidão Santos;43500;6;0
"Art. 1 Fica declarada órgão de utilidade pública municipal a Associação de Promotoras Legais Populares Cida da Terra de Campinas e Região.
Art. 2 Esta Lei entra em vigor na data de sua publicação";DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO DE PROMOTORAS LEGAIS POPULARES CIDA DA TERRA DE CAMPINAS E REGIÃO.;Mariana Conti;43500;7;0
